Accession,Length,Protein,Geo_Location,Collection_Date
QJD49107,1273,surface glycoprotein,USA: WA,2020-03-08
QJD49119,1273,surface glycoprotein,USA: WA,2020-03-09
QJD49131,1273,surface glycoprotein,USA: WA,2020-03-08
QJD49143,1273,surface glycoprotein,USA: WA,2020-03-08
QJD49155,1273,surface glycoprotein,USA: WA,2020-03-09
QJD49167,1273,surface glycoprotein,USA: WA,2020-03-09
QJD49191,1273,surface glycoprotein,USA: WA,2020-03-09
QJD49203,1273,surface glycoprotein,USA: WA,2020-03-08
QJD49215,1273,surface glycoprotein,USA: WA,2020-03-08
QJD49239,1273,surface glycoprotein,USA: WA,2020-03-06
QJD49251,1273,surface glycoprotein,USA: WA,2020-03-07
QJC19503,1273,surface glycoprotein,USA: WA,2020-04-01
QJC19515,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19527,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19539,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19551,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19563,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19575,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19647,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19659,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19671,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19683,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19695,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19719,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19731,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19743,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19755,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19767,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19779,1273,surface glycoprotein,USA: WA,2020-03-30
QJC19791,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19803,1273,surface glycoprotein,USA: WA,2020-03-29
QJC19815,1273,surface glycoprotein,USA: WA,2020-03-31
QJC19827,1273,surface glycoprotein,USA: WA,2020-03-30
QJC19839,1273,surface glycoprotein,USA: WA,2020-03-30
QJC19863,1273,surface glycoprotein,USA: WA,2020-03-26
QJC19875,1273,surface glycoprotein,USA: WA,2020-03-26
QJC19899,1273,surface glycoprotein,USA: WA,2020-03-26
QJC19911,1273,surface glycoprotein,USA: WA,2020-03-27
QJC19923,1273,surface glycoprotein,USA: WA,2020-03-26
QJC19935,1273,surface glycoprotein,USA: WA,2020-03-26
QJC19947,1273,surface glycoprotein,USA: WA,2020-03-26
QJC19959,1273,surface glycoprotein,USA: WA,2020-03-26
QJC19971,1273,surface glycoprotein,USA: WA,2020-03-25
QJC19983,1273,surface glycoprotein,USA: WA,2020-03-25
QJC19995,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20019,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20031,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20043,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20055,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20067,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20079,1273,surface glycoprotein,USA: WA,2020-03-25
QJC20103,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20115,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20127,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20139,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20151,1273,surface glycoprotein,USA: WA,2020-03-25
QJC20163,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20175,1273,surface glycoprotein,USA: WA,2020-03-26
QJC20187,1273,surface glycoprotein,USA: WA,2020-03-25
QJC20199,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20247,1273,surface glycoprotein,USA: WA,2020-03-31
QJC20259,1273,surface glycoprotein,USA: WA,2020-03-31
QJC20271,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20295,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20307,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20319,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20331,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20343,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20355,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20367,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20379,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20391,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20403,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20415,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20427,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20439,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20451,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20463,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20475,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20487,1273,surface glycoprotein,USA: WA,2020-03-27
QJC20499,1273,surface glycoprotein,USA: WA,2020-03-30
QJC20510,1273,surface glycoprotein,USA: WA,2020-03-31
QJC20522,1273,surface glycoprotein,USA: WA,2020-03-31
QJC20534,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20546,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20558,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20570,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20582,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20594,1273,surface glycoprotein,USA: WA,2020-03-28
QJC20606,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20618,1273,surface glycoprotein,USA: WA,2020-03-28
QJC20630,1273,surface glycoprotein,USA: WA,2020-03-28
QJC20642,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20654,1273,surface glycoprotein,USA: WA,2020-03-28
QJC20666,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20678,1273,surface glycoprotein,USA: WA,2020-03-29
QJC20690,1273,surface glycoprotein,USA: WA,2020-04-01
QJC20702,1273,surface glycoprotein,USA: WA,2020-04-01
QJC20726,1273,surface glycoprotein,USA: WA,2020-03-31
QJC20738,1273,surface glycoprotein,USA: WA,2020-03-31
QJC20750,1273,surface glycoprotein,USA: WA,2020-03-31
QJA41653,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41665,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41677,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41689,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41701,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41713,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41725,1273,surface glycoprotein,USA: WA,2020-03-20
QJA41737,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41749,1273,surface glycoprotein,USA: WA,2020-03-20
QJA41761,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41773,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41785,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41797,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41809,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41821,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41833,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41845,1273,surface glycoprotein,USA: WA,2020-03-19
QJA41857,1273,surface glycoprotein,USA: WA,2020-03-19
QJA16400,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16412,1273,surface glycoprotein,USA: WA,2020-03-23
QJA16436,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16484,1273,surface glycoprotein,USA: WA,2020-03-23
QJA16496,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16520,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16532,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16556,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16568,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16592,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16604,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16652,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16676,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16688,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16700,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16712,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16724,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16736,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16748,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16772,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16784,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16808,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16820,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16832,1273,surface glycoprotein,USA: WA,2020-03-26
QJA16844,1273,surface glycoprotein,USA: WA,2020-03-25
QJA16856,1273,surface glycoprotein,USA: WA,2020-03-23
QJA16880,1273,surface glycoprotein,USA: WA,2020-03-23
QJA16904,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16916,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16928,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16940,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16952,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16976,1273,surface glycoprotein,USA: WA,2020-03-24
QJA16988,1273,surface glycoprotein,USA: WA,2020-03-24
QJA17000,1273,surface glycoprotein,USA: WA,2020-03-24
QJA17012,1273,surface glycoprotein,USA: WA,2020-03-24
QJA17024,1273,surface glycoprotein,USA: WA,2020-03-24
QJA17036,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17048,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17060,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17072,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17084,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17096,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17132,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17144,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17156,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17168,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17204,1273,surface glycoprotein,USA: WA,2020-03-25
QJA17228,1273,surface glycoprotein,USA: WA,2020-03-23
QJA17396,1273,surface glycoprotein,USA: WA,2020-03-30
QJA17408,1273,surface glycoprotein,USA: WA,2020-03-31
QJA17420,1273,surface glycoprotein,USA: WA,2020-03-31
QIU80949,1273,surface glycoprotein,USA: WA,2020-03-16
QIU80961,1273,surface glycoprotein,USA: WA,2020-03-16
QIU80973,1273,surface glycoprotein,USA: WA,2020-03-16
QIU80985,1273,surface glycoprotein,USA: WA,2020-03-16
QIU80997,1273,surface glycoprotein,USA: WA,2020-03-16
QIU81021,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81033,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81045,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81057,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81069,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81081,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81093,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81105,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81117,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81165,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81201,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81213,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81225,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81237,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81249,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81261,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81273,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81285,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81297,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81309,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81321,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81333,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81345,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81357,1273,surface glycoprotein,USA: WA,2020-03-17
QIU81381,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81393,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81405,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81417,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81429,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81441,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81453,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81465,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81477,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81501,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81513,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81525,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81537,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81549,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81561,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81573,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81585,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81597,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81609,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81633,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81645,1273,surface glycoprotein,USA: WA,2020-03-19
QIU81669,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81681,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81693,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81717,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81741,1273,surface glycoprotein,USA: WA,2020-03-18
QIU81753,1273,surface glycoprotein,USA: WA,2020-03-18
QIT06903,1273,surface glycoprotein,USA: WA,2020-02-27
QIS60299,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60309,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60319,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60329,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60339,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60349,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60359,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60369,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60379,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60389,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60399,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60409,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60419,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60429,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60439,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60449,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60459,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60469,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60479,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60489,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60499,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60510,1273,surface glycoprotein,USA: WA,2020-03-23
QIS60522,1273,surface glycoprotein,USA: WA,2020-03-23
QIS60534,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60546,1273,surface glycoprotein,USA: WA,2020-03-23
QIS60582,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60594,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60618,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60630,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60642,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60666,1273,surface glycoprotein,USA: WA,2020-03-14
QIS60678,1273,surface glycoprotein,USA: WA,2020-03-14
QIS60690,1273,surface glycoprotein,USA: WA,2020-03-13
QIS60714,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60726,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60738,1273,surface glycoprotein,USA: WA,2020-03-23
QIS60762,1273,surface glycoprotein,USA: WA,2020-03-23
QIS60774,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60786,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60798,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60834,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60858,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60882,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60894,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60906,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60930,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60942,1273,surface glycoprotein,USA: WA,2020-03-24
QIS60954,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60966,1273,surface glycoprotein,USA: WA,2020-03-16
QIS60978,1273,surface glycoprotein,USA: WA,2020-03-20
QIS60990,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61002,1273,surface glycoprotein,USA: WA,2020-03-16
QIS61014,1273,surface glycoprotein,USA: WA,2020-03-23
QIS61026,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61038,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61050,1273,surface glycoprotein,USA: WA,2020-03-16
QIS61098,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61110,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61122,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61146,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61158,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61170,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61182,1273,surface glycoprotein,USA: WA,2020-03-14
QIS61206,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61218,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61230,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61242,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61254,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61266,1273,surface glycoprotein,USA: WA,2020-03-20
QIS61278,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61290,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61302,1273,surface glycoprotein,USA: WA,2020-03-14
QIS61314,1273,surface glycoprotein,USA: WA,2020-03-16
QIS61326,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61338,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61350,1273,surface glycoprotein,USA: WA,2020-03-16
QIS61362,1273,surface glycoprotein,USA: WA,2020-03-17
QIS61374,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61386,1273,surface glycoprotein,USA: WA,2020-03
QIS61398,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61410,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61422,1273,surface glycoprotein,USA: WA,2020-03-15
QIS61434,1273,surface glycoprotein,USA: WA,2020-03-15
QIS61446,1273,surface glycoprotein,USA: WA,2020-03-24
QIS61482,1273,surface glycoprotein,USA: WA,2020-03-23
QIS61506,1273,surface glycoprotein,USA: WA,2020-03-16
QIS61518,1273,surface glycoprotein,USA: WA,2020-03-16
QIS61542,1273,surface glycoprotein,USA: WA,2020-03-16
QIS61554,1273,surface glycoprotein,USA: WA,2020-03-17
QIS61566,1273,surface glycoprotein,USA: WA,2020-03-15
QIS30155,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30165,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30175,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30195,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30205,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30215,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30235,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30245,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30255,1273,surface glycoprotein,USA: WA,2020-03-15
QIS30265,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30275,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30305,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30315,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30325,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30335,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30345,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30365,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30375,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30405,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30415,1273,surface glycoprotein,USA: WA,2020-03-16
QIS30425,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30435,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30445,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30465,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30475,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30485,1273,surface glycoprotein,USA: WA,2020-03-13
QIS30495,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30515,1273,surface glycoprotein,USA: WA,2020-03-15
QIS30535,1273,surface glycoprotein,USA: WA,2020-03-15
QIS30545,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30555,1273,surface glycoprotein,USA: WA,2020-03-14
QIS30575,1273,surface glycoprotein,USA: WA,2020-03-15
QIS30585,1273,surface glycoprotein,USA: WA,2020-03-15
